No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
281,o que é aso demissional,590,9,4,11,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
282,aso admissional,12100,42,4,14,http://sso.com.br/2023/09/11/aso-admissional/
283,ler na mão sintomas,260,8,4,14,http://sso.com.br/2025/06/09/sintomas-de-lesao-por-esforco-repetitivo/
284,o que é atestado de aptidão fisica,140,5,4,10,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
285,o que sipat,2900,27,4,11,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
286,serviço de saúde ocupacional,1000,3,4,24,http://sso.com.br/2024/03/01/saude-ocupacional/
287,exposição ocupacional,260,7,4,13,http://sso.com.br/2022/11/18/exposicao-ocupacional/
288,validade do aso admissional,590,6,4,12,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
289,estou de atestado posso ir no mercado,260,18,4,17,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
290,exame de aptidão física onde fazer,260,5,4,7,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
291,licença maternidade tem estabilidade,210,6,4,16,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
292,validade de aso,140,4,4,10,http://sso.com.br/artigos/validade-exames-ocupacionais
293,quanto é 30 de periculosidade,260,8,4,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
294,37 6 e febre,170,6,4,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
295,risco trabalho em altura,210,5,4,14,http://sso.com.br/2024/12/09/riscos-trabalho-em-altura/
296,38 é febre em adulto,720,9,4,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
297,art engenharia,2400,19,4,33,http://sso.com.br/2025/08/05/o-que-e-art-crea/
298,quanto é estado febril,210,9,4,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
299,estados da febre,170,3,4,13,http://sso.com.br/artigos/quando-e-estado-febril
300,socnet medicina do trabalho,140,4,4,25,http://sso.com.br/sobre
301,admissionais e demissionais,590,4,4,7,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
302,o'que é o pcmso,4400,27,4,19,http://sso.com.br/2024/11/29/ppra-e-pcmso/
303,kit primeiros socorros profissional,260,6,4,10,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
304,posso processar a empresa por trabalhar de atestado,140,4,4,22,http://sso.com.br/artigos/trabalhar-de-atestado
305,laudo ergonomia,720,8,4,32,http://sso.com.br/2022/06/13/laudo-ergonomico/
306,quanto tempo vale o exame admissional,480,5,4,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
307,atestado de sanidade física e mental sus,210,9,4,15,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
308,saturação o que é,4400,19,4,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
309,importancia do uso de epi,260,5,4,13,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
310,laudo técnico das condições ambientais de trabalho,260,18,4,14,http://sso.com.br/2022/12/09/laudo-tecnico-condicoes-ambientais-do-trabalho/
311,como funciona o eletrocardiograma,590,12,3,35,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
312,exame demissional para que serve,260,16,3,13,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
313,acidente com torno mecânico,210,7,3,31,http://sso.com.br/2024/02/15/acidente-com-torno/
314,tempo para contratação após exame admissional,720,5,3,14,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
315,exame de aptidão fisica onde fazer,260,6,3,8,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
316,o que é a saturação,590,7,3,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
317,rigger,3600,15,3,21,http://sso.com.br/2023/04/26/plano-de-rigger/
318,como calcular adicional de periculosidade,320,19,3,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
319,exame de eletrocardiograma para que serve,260,19,3,14,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
320,caixa de primeiros socorros empresa,210,19,3,12,http://sso.com.br/artigos/kit-primeiros-socorros-profissional
321,posso pedir demissão estando afastada pelo inss,170,8,3,18,http://sso.com.br/2025/09/09/funcionario-afastado-pelo-inss-pode-ser-demitido/
322,considerado febre,1600,23,3,16,http://sso.com.br/2025/03/31/quando-e-estado-febril/
323,aso admissional o que e,1000,25,3,11,http://sso.com.br/2023/09/11/aso-admissional/
324,estabilidade após licença maternidade clt,210,5,3,18,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
325,teste de romberg para que serve,170,6,3,11,http://sso.com.br/artigos/o-que-e-teste-de-romberg
326,lesão do esforço repetitivo,2900,19,3,33,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
327,qual a validade do exame admissional,210,5,3,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
328,tipos de radiografia,320,8,3,16,http://sso.com.br/2024/12/18/tipos-de-raio-x/
329,exame periodico o q é,2900,20,3,17,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
330,o que é saturação alta,210,9,3,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
331,atestado médico para atividade física,590,7,3,15,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
332,ruido ambiental,210,4,3,13,http://sso.com.br/2022/11/03/tipos-de-ruido-ambiental/
333,exame admissional tira sangue,210,8,3,10,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
334,riscos em trabalho em altura,210,6,3,13,http://sso.com.br/2024/12/09/riscos-trabalho-em-altura/
335,saturação baixa pode matar,2900,19,3,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
336,o que é a saturação do corpo,320,8,3,21,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
337,valor do exame admissional 2025,140,4,3,9,http://sso.com.br/artigos/quais-sao-os-exames-admissionais-para-concurso-publico
338,exames médicos admissional,2900,15,3,16,http://sso.com.br/
339,o que é aptidão fisica e mental,210,20,3,16,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
340,o que faz no exame admissional,480,7,3,14,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
341,febre de 41 graus,590,12,3,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
342,clínica para fazer exame demissional,170,7,3,6,http://sso.com.br/
343,para que serve a saturação,140,4,3,15,http://sso.com.br/artigos/saturacao-de-oxigenio
344,exames admissionais santo amaro,480,7,3,10,http://sso.com.br/
345,teste qualitativo,210,9,3,8,http://sso.com.br/ensaioqualitativoouquantitativo/
346,aso admissional validade,170,6,3,13,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
347,quem paga o exame demissional,1900,15,3,14,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
348,saturação de oxigenio normal,590,12,3,21,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
349,como saber se voce esta com febre,260,9,3,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
350,febre ou febril,170,3,3,13,http://sso.com.br/artigos/quando-e-estado-febril
351,médico do trabalho perto de mim,320,6,3,34,http://sso.com.br/
352,lta o'que é,210,5,3,12,http://sso.com.br/lta-laudotecnicodeavaliacao-2/
353,não assinei contrato de trabalho posso desistir,170,8,3,12,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
354,pericias trabalhistas,880,19,3,13,http://sso.com.br/2022/02/25/pericia-trabalhista/
355,muito atestado perde férias,320,8,3,22,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
356,como é feito o exame ergométrico,260,18,3,12,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
357,estado febril quantos graus,170,5,3,12,http://sso.com.br/artigos/quando-e-estado-febril
358,analise de risco trabalho em altura,170,6,3,16,http://sso.com.br/artigos/analise-de-risco-em-trabalho-em-altura
359,engenheiro civil art,260,9,3,21,http://sso.com.br/2025/08/05/o-que-e-art-crea/
360,tac significa,390,7,3,27,http://sso.com.br/2024/05/17/termo-de-ajustamento-de-conduta/
361,posso desistir do emprego antes de começar,170,3,3,23,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
362,estagiário faz exame admissional,320,8,3,18,http://sso.com.br/2024/06/13/estagiario-faz-exame-admissional/
363,teste psicológico para emprego,590,11,3,19,http://sso.com.br/2022/02/01/testes-psicologicos-para-emprego/
364,funcionário não compareceu para fazer exame demissional,210,15,3,13,http://sso.com.br/2023/05/18/exame-demissional-justa-causa/
365,o que levar no exame admissional,210,5,3,14,http://sso.com.br/ufaq/quais-documentos-necessarios-para-fazer-o-exame-admissional/
366,saúde e segurança no trabalho resumo,260,16,3,27,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
367,quais são os exames periodicos,210,5,3,18,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
368,para que serve o epis,170,8,3,38,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
369,exames admissionais em campinas,480,7,3,8,http://sso.com.br/2024/01/02/medicina-do-trabalho-em-campinas/
370,ssmpt medicina e segurança do trabalho,260,20,3,25,http://sso.com.br/
371,quanto tempo dura teste ergometrico,210,19,3,11,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
372,estou de atestado posso trabalhar,210,7,3,19,http://sso.com.br/artigos/trabalhar-de-atestado
373,clinicas de exames ocupacionais,210,5,3,21,http://sso.com.br/
374,aso demissional,2400,25,3,15,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
375,aso tem validade de quanto tempo,260,6,3,13,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
376,sipat o'que é,2400,18,3,11,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
377,quais são os exames periódicos,210,5,3,17,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
378,exames periodicos,2400,23,3,18,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
379,fiz exame admissional e não fui chamado,390,7,3,18,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
380,posso pedir demissão depois da licença maternidade,170,7,3,18,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
381,medicina do trabalho em campinas,320,6,3,12,http://sso.com.br/2024/01/02/medicina-do-trabalho-em-campinas/
382,pode trabalhar de atestado,720,8,3,16,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
383,como fazer eletro do coraçao,260,16,3,37,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
384,baixa saturação,720,18,3,12,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
385,termômetro com 38 de febre,390,19,3,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
386,acidentes com maquinas e equipamentos,170,6,3,13,http://sso.com.br/artigos/acidentes-com-maquinas
387,o que quer dizer saturação baixa,260,18,3,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
388,precisa fazer exame demissional com menos de 3 meses,210,9,3,11,http://sso.com.br/2024/07/17/posso-fazer-exame-demissional-durante-aviso-previo/
389,utilização de epi,170,5,3,24,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
390,41 graus de febre,590,8,3,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
391,a empresa pode descontar atestado,1600,19,3,16,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
392,como fazer mapa de riscos,720,8,3,17,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
393,exame aso admissional,1900,18,3,16,http://sso.com.br/
394,exame admissional vale por quanto tempo,480,4,3,13,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
395,conceito de segurança do trabalho,260,19,3,38,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
396,gso login,720,18,3,8,http://sso.com.br/
397,38 é considerado febre,320,7,3,11,http://sso.com.br/2025/03/31/quando-e-estado-febril/
398,absenteísmo o que e,4400,35,3,37,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
399,riscos no trabalho em altura,210,5,3,12,http://sso.com.br/2024/12/09/riscos-trabalho-em-altura/
400,depois da perícia trabalhista o que acontece,210,5,3,14,http://sso.com.br/2022/02/25/pericia-trabalhista/
401,análise de risco para trabalho em altura,170,6,3,19,http://sso.com.br/artigos/analise-de-risco-em-trabalho-em-altura
402,como é exame admissional,8100,37,3,15,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
403,para que serve exame periódico,260,11,3,14,http://sso.com.br/2023/04/13/exame-periodico-quanto-em-quanto-tempo/
404,para que serve o exame de hemossedimentação,210,6,3,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
405,saturação de oxigênio normal,590,11,3,20,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
406,saturação baixa o que significa,260,16,3,13,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
407,o'que é saturação de oxigênio,390,11,3,21,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
408,férias atestado médico,170,6,3,16,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
409,clinica para aso admissional,170,6,3,8,http://sso.com.br/
410,nivel de oxigenação normal,140,8,2,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
411,exame admissional em santo amaro,480,11,2,5,http://sso.com.br/
412,nr18 validade,1600,12,2,10,http://sso.com.br/2024/12/13/nr-18-atualizada/
413,atestado de aptidão física online,320,9,2,7,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
414,sst esocial,720,21,2,16,http://sso.com.br/2023/02/17/sst-no-esocial/
415,determinação de velocidade de hemossedimentação vhs,480,11,2,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
416,aet análise ergonômica do trabalho,390,18,2,14,http://sso.com.br/2024/12/02/deve-constar-na-aet-analise-ergonomica-do-trabalho/
417,periculosidade valor,1600,13,2,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
418,o que é saturação do corpo,390,18,2,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
419,exame de audiometria como é feito,720,19,2,20,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
420,estagiario faz exame admissional,320,9,2,18,http://sso.com.br/2024/06/13/estagiario-faz-exame-admissional/
421,o que desconta nas férias,210,17,2,23,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
422,nr 18 atualizada 2025,480,11,2,16,http://sso.com.br/2024/12/13/nr-18-atualizada/
423,saturação oxigenio,390,13,2,20,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
424,tipos de audiometria,320,9,2,11,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
425,posso trabalhar de atestado se eu quiser,260,7,2,15,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
426,medico admissional,170,8,2,16,http://sso.com.br/
427,hemossedimentação baixa,480,17,2,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
428,cálculo rescisão após licença maternidade,390,20,2,20,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
429,tipo de ruidos,320,9,2,27,http://sso.com.br/2022/11/03/tipos-de-ruido-ambiental/
430,60 dias de atestado perde as férias,210,16,2,17,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
431,quais doenças reprovam no exame demissional,590,12,2,19,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
432,o que e risco químico,320,21,2,22,http://sso.com.br/2022/02/11/riscos-quimicos/
433,contrato de trabalho intermitente como funciona,210,17,2,18,http://sso.com.br/artigos/trabalho-intermitente
434,vhs baixo,480,14,2,11,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
435,tac termo de ajustamento de conduta,880,13,2,17,http://sso.com.br/2024/05/17/termo-de-ajustamento-de-conduta/
436,como funciona um eletrocardiograma,720,27,2,21,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
437,clinica exames ocupacionais,170,6,2,28,http://sso.com.br/
438,o que reprova no exame demissional,210,15,2,18,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
439,como elaborar um mapa de risco,170,9,2,14,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
440,exame de sangue vhs o que significa,480,9,2,15,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
441,posso fazer exame admissional estando trabalhando em outra empresa,390,15,2,19,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
442,exame demissional como é feito,260,14,2,13,http://sso.com.br/2024/07/17/posso-fazer-exame-demissional-durante-aviso-previo/
443,oq e segurança do trabalho,210,17,2,44,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
444,intermitente sig,880,20,2,22,http://sso.com.br/2023/02/08/trabalho-intermitente/
445,teste de romberg como fazer,260,14,2,25,http://sso.com.br/2025/02/19/o-que-e-teste-de-romberg/
446,acuidade visual exame admissional,260,11,2,9,http://sso.com.br/2022/05/06/teste-de-acuidade-visual/
447,exames de sangue admissional,390,11,2,9,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
448,qual o nível de saturação normal,210,10,2,16,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
449,exame admissional em campinas,480,9,2,10,http://sso.com.br/2024/01/02/medicina-do-trabalho-em-campinas/
450,o que é vhs,2400,16,2,18,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
451,movimento repetitivo,880,10,2,12,http://sso.com.br/2024/09/19/doencas-causadas-por-movimentos-repetitivos-no-trabalho/
452,intermitente o que e,6600,30,2,21,http://sso.com.br/2023/02/08/trabalho-intermitente/
